datetime,Temp(C),lat,long
2016-01-05 19:00:00,28.2,13.754,100.5014
2016-01-05 22:00:00,27.2,13.754,100.5014
2016-01-06 01:00:00,26.0,13.754,100.5014
2016-01-06 04:00:00,24.6,13.754,100.5014
2016-01-06 07:00:00,24.7,13.754,100.5014
2016-01-06 10:00:00,29.2,13.754,100.5014
2016-01-06 13:00:00,32.5,13.754,100.5014
2016-01-06 16:00:00,32.9,13.754,100.5014
2016-01-06 19:00:00,28.3,13.754,100.5014
2016-01-06 22:00:00,27.6,13.754,100.5014
2016-01-07 01:00:00,26.1,13.754,100.5014
2016-01-07 04:00:00,24.9,13.754,100.5014
2016-01-07 07:00:00,25.0,13.754,100.5014
2016-01-07 10:00:00,29.7,13.754,100.5014
2016-01-07 13:00:00,32.5,13.754,100.5014
2016-01-07 16:00:00,33.0,13.754,100.5014
2016-01-07 19:00:00,28.8,13.754,100.5014
2016-01-07 22:00:00,28.1,13.754,100.5014
2016-01-08 01:00:00,27.1,13.754,100.5014
2016-01-08 04:00:00,26.0,13.754,100.5014
2016-01-08 07:00:00,25.9,13.754,100.5014
2016-01-08 10:00:00,30.1,13.754,100.5014
2016-01-08 13:00:00,32.3,13.754,100.5014
2016-01-08 16:00:00,32.0,13.754,100.5014
2016-01-08 19:00:00,28.4,13.754,100.5014
2016-01-08 22:00:00,27.6,13.754,100.5014
2016-01-09 01:00:00,26.9,13.754,100.5014
2016-01-09 04:00:00,26.3,13.754,100.5014
2016-01-09 07:00:00,26.1,13.754,100.5014
2016-01-09 10:00:00,29.9,13.754,100.5014
2016-01-09 13:00:00,31.8,13.754,100.5014
2016-01-09 16:00:00,31.0,13.754,100.5014
2016-01-09 19:00:00,27.8,13.754,100.5014
2016-01-09 22:00:00,27.2,13.754,100.5014
2016-01-10 01:00:00,26.4,13.754,100.5014
2016-01-10 04:00:00,26.1,13.754,100.5014
2016-01-10 07:00:00,25.7,13.754,100.5014
2016-01-10 10:00:00,29.3,13.754,100.5014
2016-01-10 13:00:00,31.4,13.754,100.5014
2016-01-10 16:00:00,31.2,13.754,100.5014
2016-01-10 19:00:00,27.6,13.754,100.5014
2016-01-10 22:00:00,26.9,13.754,100.5014
2016-01-11 01:00:00,26.1,13.754,100.5014
2016-01-11 04:00:00,25.4,13.754,100.5014
2016-01-11 07:00:00,25.1,13.754,100.5014
2016-01-11 10:00:00,28.6,13.754,100.5014
2016-01-11 13:00:00,30.6,13.754,100.5014
2016-01-11 16:00:00,30.9,13.754,100.5014
2016-01-11 19:00:00,27.5,13.754,100.5014
2016-01-11 22:00:00,26.7,13.754,100.5014
2016-01-12 01:00:00,25.9,13.754,100.5014
2016-01-12 04:00:00,24.9,13.754,100.5014
2016-01-12 07:00:00,25.0,13.754,100.5014
2016-01-12 10:00:00,28.9,13.754,100.5014
2016-01-12 13:00:00,31.7,13.754,100.5014
2016-01-12 16:00:00,31.8,13.754,100.5014
2016-01-12 19:00:00,27.7,13.754,100.5014
2016-01-12 22:00:00,26.7,13.754,100.5014
2016-01-13 01:00:00,26.1,13.754,100.5014
2016-01-13 04:00:00,25.0,13.754,100.5014
2016-01-13 07:00:00,25.2,13.754,100.5014
2016-01-13 10:00:00,29.3,13.754,100.5014
2016-01-13 13:00:00,30.8,13.754,100.5014
2016-01-13 16:00:00,31.1,13.754,100.5014
2016-01-13 19:00:00,28.0,13.754,100.5014
2016-01-13 22:00:00,27.1,13.754,100.5014
2016-01-14 01:00:00,26.6,13.754,100.5014
2016-01-14 04:00:00,26.0,13.754,100.5014
2016-01-14 07:00:00,25.7,13.754,100.5014
2016-01-14 10:00:00,29.3,13.754,100.5014
2016-01-14 13:00:00,32.2,13.754,100.5014
2016-01-14 16:00:00,31.6,13.754,100.5014
2016-01-14 19:00:00,34.3,13.754,100.5014
2016-01-14 22:00:00,27.5,13.754,100.5014
2016-01-15 01:00:00,27.2,13.754,100.5014
2016-01-15 04:00:00,26.5,13.754,100.5014
2016-01-15 07:00:00,26.2,13.754,100.5014
2016-01-15 10:00:00,30.3,13.754,100.5014
2016-01-15 13:00:00,32.3,13.754,100.5014
2016-01-15 16:00:00,32.0,13.754,100.5014
2016-01-15 19:00:00,28.3,13.754,100.5014
2016-01-15 22:00:00,28.1,13.754,100.5014
2016-01-16 01:00:00,27.9,13.754,100.5014
2016-01-16 04:00:00,26.8,13.754,100.5014
2016-01-16 07:00:00,26.5,13.754,100.5014
2016-01-16 10:00:00,30.4,13.754,100.5014
2016-01-16 13:00:00,32.4,13.754,100.5014
2016-01-16 16:00:00,31.5,13.754,100.5014
2016-01-16 19:00:00,28.2,13.754,100.5014
2016-01-16 22:00:00,28.1,13.754,100.5014
2016-01-17 01:00:00,27.4,13.754,100.5014
2016-01-17 04:00:00,26.9,13.754,100.5014
2016-01-17 07:00:00,26.4,13.754,100.5014
2016-01-17 10:00:00,30.0,13.754,100.5014
2016-01-17 13:00:00,33.1,13.754,100.5014
2016-01-17 16:00:00,32.9,13.754,100.5014
2016-01-17 19:00:00,29.0,13.754,100.5014
2016-01-17 22:00:00,28.8,13.754,100.5014
2016-01-18 01:00:00,27.7,13.754,100.5014
2016-01-18 04:00:00,26.9,13.754,100.5014
2016-01-18 07:00:00,26.7,13.754,100.5014
2016-01-18 10:00:00,30.0,13.754,100.5014
2016-01-18 13:00:00,32.7,13.754,100.5014
2016-01-18 16:00:00,33.2,13.754,100.5014
2016-01-18 19:00:00,29.0,13.754,100.5014
2016-01-18 22:00:00,28.4,13.754,100.5014
2016-01-19 01:00:00,27.6,13.754,100.5014
2016-01-19 04:00:00,27.1,13.754,100.5014
2016-01-19 07:00:00,27.0,13.754,100.5014
2016-01-19 10:00:00,30.7,13.754,100.5014
2016-01-19 13:00:00,32.8,13.754,100.5014
2016-01-19 16:00:00,32.2,13.754,100.5014
2016-01-19 19:00:00,29.0,13.754,100.5014
2016-01-19 22:00:00,28.3,13.754,100.5014
2016-01-20 01:00:00,27.7,13.754,100.5014
2016-01-20 04:00:00,27.4,13.754,100.5014
2016-01-20 07:00:00,27.2,13.754,100.5014
2016-01-20 10:00:00,30.8,13.754,100.5014
2016-01-20 13:00:00,32.4,13.754,100.5014
2016-01-20 16:00:00,32.0,13.754,100.5014
2016-01-20 19:00:00,28.6,13.754,100.5014
2016-01-20 22:00:00,27.9,13.754,100.5014
2016-01-21 01:00:00,27.7,13.754,100.5014
2016-01-21 04:00:00,27.2,13.754,100.5014
2016-01-21 07:00:00,27.0,13.754,100.5014
2016-01-21 10:00:00,30.4,13.754,100.5014
2016-01-21 13:00:00,31.4,13.754,100.5014
2016-01-21 16:00:00,32.0,13.754,100.5014
2016-01-21 19:00:00,28.8,13.754,100.5014
2016-01-21 22:00:00,27.9,13.754,100.5014
2016-01-22 01:00:00,27.5,13.754,100.5014
2016-01-22 04:00:00,26.8,13.754,100.5014
2016-01-22 07:00:00,26.4,13.754,100.5014
2016-01-22 10:00:00,30.6,13.754,100.5014
2016-01-22 13:00:00,33.0,13.754,100.5014
2016-01-22 16:00:00,33.4,13.754,100.5014
2016-01-22 19:00:00,28.9,13.754,100.5014
2016-01-22 22:00:00,28.0,13.754,100.5014
2016-01-23 01:00:00,27.1,13.754,100.5014
2016-01-23 04:00:00,26.3,13.754,100.5014
2016-01-23 07:00:00,25.9,13.754,100.5014
2016-01-23 10:00:00,29.9,13.754,100.5014
2016-01-23 13:00:00,32.6,13.754,100.5014
2016-01-23 16:00:00,33.0,13.754,100.5014
2016-01-23 19:00:00,29.6,13.754,100.5014
2016-01-23 22:00:00,28.6,13.754,100.5014
2016-01-24 01:00:00,27.5,13.754,100.5014
2016-01-24 04:00:00,26.9,13.754,100.5014
2016-01-24 07:00:00,26.4,13.754,100.5014
2016-01-24 10:00:00,28.8,13.754,100.5014
2016-01-24 13:00:00,31.0,13.754,100.5014
2016-01-24 16:00:00,30.3,13.754,100.5014
2016-01-24 19:00:00,23.9,13.754,100.5014
2016-01-24 22:00:00,21.9,13.754,100.5014
2016-01-25 01:00:00,20.3,13.754,100.5014
2016-01-25 04:00:00,19.0,13.754,100.5014
2016-01-25 07:00:00,19.1,13.754,100.5014
2016-01-25 10:00:00,19.4,13.754,100.5014
2016-01-25 13:00:00,19.4,13.754,100.5014
2016-01-25 16:00:00,20.9,13.754,100.5014
2016-01-25 19:00:00,17.4,13.754,100.5014
2016-01-25 22:00:00,17.4,13.754,100.5014
2016-01-26 01:00:00,16.2,13.754,100.5014
2016-01-26 04:00:00,16.2,13.754,100.5014
2016-01-26 07:00:00,15.4,13.754,100.5014
2016-01-26 10:00:00,19.8,13.754,100.5014
2016-01-26 13:00:00,23.0,13.754,100.5014
2016-01-26 16:00:00,25.9,13.754,100.5014
2016-01-26 19:00:00,21.7,13.754,100.5014
2016-01-26 22:00:00,20.0,13.754,100.5014
2016-01-27 01:00:00,18.5,13.754,100.5014
2016-01-27 04:00:00,18.0,13.754,100.5014
2016-01-27 07:00:00,18.0,13.754,100.5014
2016-01-27 10:00:00,22.5,13.754,100.5014
2016-01-27 13:00:00,25.8,13.754,100.5014
2016-01-27 16:00:00,28.3,13.754,100.5014
2016-01-27 19:00:00,24.7,13.754,100.5014
2016-01-27 22:00:00,23.7,13.754,100.5014
2016-01-28 01:00:00,22.7,13.754,100.5014
2016-01-28 04:00:00,21.9,13.754,100.5014
2016-01-28 07:00:00,20.3,13.754,100.5014
2016-01-28 10:00:00,25.0,13.754,100.5014
2016-01-28 13:00:00,29.4,13.754,100.5014
2016-01-28 16:00:00,30.9,13.754,100.5014
2016-01-28 19:00:00,27.0,13.754,100.5014
2016-01-28 22:00:00,26.2,13.754,100.5014
2016-01-29 01:00:00,24.9,13.754,100.5014
2016-01-29 04:00:00,24.5,13.754,100.5014
2016-01-29 07:00:00,24.3,13.754,100.5014
2016-01-29 10:00:00,29.0,13.754,100.5014
2016-01-29 13:00:00,31.4,13.754,100.5014
2016-01-29 16:00:00,31.6,13.754,100.5014
2016-01-29 19:00:00,28.3,13.754,100.5014
2016-01-29 22:00:00,27.1,13.754,100.5014
2016-01-30 01:00:00,26.4,13.754,100.5014
2016-01-30 04:00:00,25.6,13.754,100.5014
2016-01-30 07:00:00,25.6,13.754,100.5014
2016-01-30 10:00:00,30.1,13.754,100.5014
2016-01-30 13:00:00,32.3,13.754,100.5014
2016-01-30 16:00:00,32.3,13.754,100.5014
2016-01-30 19:00:00,28.0,13.754,100.5014
2016-01-30 22:00:00,27.6,13.754,100.5014
2016-01-31 01:00:00,27.0,13.754,100.5014
2016-01-31 04:00:00,26.3,13.754,100.5014
2016-01-31 07:00:00,26.0,13.754,100.5014
2016-01-31 10:00:00,30.7,13.754,100.5014
2016-01-31 13:00:00,32.9,13.754,100.5014
2016-01-31 16:00:00,32.8,13.754,100.5014
2016-01-31 19:00:00,28.3,13.754,100.5014
2016-01-31 22:00:00,27.7,13.754,100.5014
2016-02-01 01:00:00,26.9,13.754,100.5014
2016-02-01 04:00:00,26.1,13.754,100.5014
2016-02-01 07:00:00,25.7,13.754,100.5014
2016-02-01 10:00:00,30.0,13.754,100.5014
2016-02-01 13:00:00,33.0,13.754,100.5014
2016-02-01 16:00:00,33.4,13.754,100.5014
2016-02-01 19:00:00,29.2,13.754,100.5014
2016-02-01 22:00:00,28.7,13.754,100.5014
2016-02-02 01:00:00,27.9,13.754,100.5014
2016-02-02 04:00:00,26.9,13.754,100.5014
2016-02-02 07:00:00,26.5,13.754,100.5014
2016-02-02 10:00:00,30.5,13.754,100.5014
2016-02-02 13:00:00,32.5,13.754,100.5014
2016-02-02 16:00:00,32.9,13.754,100.5014
2016-02-02 19:00:00,29.9,13.754,100.5014
2016-02-02 22:00:00,28.1,13.754,100.5014
2016-02-03 01:00:00,26.3,13.754,100.5014
2016-02-03 04:00:00,25.4,13.754,100.5014
2016-02-03 07:00:00,24.2,13.754,100.5014
2016-02-03 10:00:00,28.1,13.754,100.5014
2016-02-03 13:00:00,31.7,13.754,100.5014
2016-02-03 16:00:00,33.3,13.754,100.5014
2016-02-03 19:00:00,29.3,13.754,100.5014
2016-02-03 22:00:00,28.1,13.754,100.5014
2016-02-04 01:00:00,26.5,13.754,100.5014
2016-02-04 04:00:00,25.7,13.754,100.5014
2016-02-04 07:00:00,25.4,13.754,100.5014
2016-02-04 10:00:00,30.0,13.754,100.5014
2016-02-04 13:00:00,33.0,13.754,100.5014
2016-02-04 16:00:00,34.2,13.754,100.5014
2016-02-04 19:00:00,29.8,13.754,100.5014
2016-02-04 22:00:00,28.4,13.754,100.5014
2016-02-05 01:00:00,26.8,13.754,100.5014
2016-02-05 04:00:00,25.9,13.754,100.5014
2016-02-05 07:00:00,25.3,13.754,100.5014
2016-02-05 10:00:00,30.0,13.754,100.5014
2016-02-05 13:00:00,33.2,13.754,100.5014
2016-02-05 16:00:00,34.3,13.754,100.5014
2016-02-05 19:00:00,30.4,13.754,100.5014
2016-02-05 22:00:00,28.3,13.754,100.5014
2016-02-06 01:00:00,26.6,13.754,100.5014
2016-02-06 04:00:00,25.8,13.754,100.5014
2016-02-06 07:00:00,24.2,13.754,100.5014
2016-02-06 10:00:00,28.0,13.754,100.5014
2016-02-06 13:00:00,31.2,13.754,100.5014
2016-02-06 16:00:00,32.4,13.754,100.5014
2016-02-06 19:00:00,27.6,13.754,100.5014
2016-02-06 22:00:00,25.2,13.754,100.5014
2016-02-07 01:00:00,22.4,13.754,100.5014
2016-02-07 04:00:00,21.1,13.754,100.5014
2016-02-07 07:00:00,19.0,13.754,100.5014
2016-02-07 10:00:00,22.4,13.754,100.5014
2016-02-07 13:00:00,26.6,13.754,100.5014
2016-02-07 16:00:00,28.1,13.754,100.5014
2016-02-07 19:00:00,23.2,13.754,100.5014
2016-02-07 22:00:00,21.5,13.754,100.5014
2016-02-08 01:00:00,19.1,13.754,100.5014
2016-02-08 04:00:00,17.4,13.754,100.5014
2016-02-08 07:00:00,16.2,13.754,100.5014
2016-02-08 10:00:00,20.3,13.754,100.5014
2016-02-08 13:00:00,24.7,13.754,100.5014
2016-02-08 16:00:00,27.4,13.754,100.5014
2016-02-08 19:00:00,22.5,13.754,100.5014
2016-02-08 22:00:00,20.9,13.754,100.5014
2016-02-09 01:00:00,19.7,13.754,100.5014
2016-02-09 04:00:00,18.8,13.754,100.5014
2016-02-09 07:00:00,18.1,13.754,100.5014
2016-02-09 10:00:00,23.9,13.754,100.5014
2016-02-09 13:00:00,27.8,13.754,100.5014
2016-02-09 16:00:00,29.3,13.754,100.5014
2016-02-09 19:00:00,23.9,13.754,100.5014
2016-02-09 22:00:00,23.6,13.754,100.5014
2016-02-10 01:00:00,21.2,13.754,100.5014
2016-02-10 04:00:00,20.2,13.754,100.5014
2016-02-10 07:00:00,20.6,13.754,100.5014
2016-02-10 10:00:00,27.0,13.754,100.5014
2016-02-10 13:00:00,29.7,13.754,100.5014
2016-02-10 16:00:00,31.0,13.754,100.5014
2016-02-10 19:00:00,25.5,13.754,100.5014
2016-02-10 22:00:00,24.4,13.754,100.5014
2016-02-11 01:00:00,23.1,13.754,100.5014
2016-02-11 04:00:00,21.3,13.754,100.5014
2016-02-11 07:00:00,22.1,13.754,100.5014
2016-02-11 10:00:00,28.2,13.754,100.5014
2016-02-11 13:00:00,31.4,13.754,100.5014
2016-02-11 16:00:00,32.0,13.754,100.5014
2016-02-11 19:00:00,26.4,13.754,100.5014
2016-02-11 22:00:00,25.5,13.754,100.5014
2016-02-12 01:00:00,24.8,13.754,100.5014
2016-02-12 04:00:00,23.9,13.754,100.5014
2016-02-12 07:00:00,24.4,13.754,100.5014
2016-02-12 10:00:00,29.6,13.754,100.5014
2016-02-12 13:00:00,31.6,13.754,100.5014
2016-02-12 16:00:00,32.0,13.754,100.5014
2016-02-12 19:00:00,27.2,13.754,100.5014
2016-02-12 22:00:00,26.4,13.754,100.5014
2016-02-13 01:00:00,25.7,13.754,100.5014
2016-02-13 04:00:00,25.1,13.754,100.5014
2016-02-13 07:00:00,25.5,13.754,100.5014
2016-02-13 10:00:00,30.5,13.754,100.5014
2016-02-13 13:00:00,33.0,13.754,100.5014
2016-02-13 16:00:00,33.2,13.754,100.5014
2016-02-13 19:00:00,28.0,13.754,100.5014
2016-02-13 22:00:00,26.6,13.754,100.5014
2016-02-14 01:00:00,25.8,13.754,100.5014
2016-02-14 04:00:00,25.0,13.754,100.5014
2016-02-14 07:00:00,25.0,13.754,100.5014
2016-02-14 10:00:00,30.1,13.754,100.5014
2016-02-14 13:00:00,32.4,13.754,100.5014
2016-02-14 16:00:00,33.3,13.754,100.5014
2016-02-14 19:00:00,28.1,13.754,100.5014
2016-02-14 22:00:00,27.1,13.754,100.5014
2016-02-15 01:00:00,26.0,13.754,100.5014
2016-02-15 04:00:00,25.3,13.754,100.5014
2016-02-15 07:00:00,26.0,13.754,100.5014
2016-02-15 10:00:00,30.8,13.754,100.5014
2016-02-15 13:00:00,33.3,13.754,100.5014
2016-02-15 16:00:00,34.5,13.754,100.5014
2016-02-15 19:00:00,29.7,13.754,100.5014
2016-02-15 22:00:00,28.0,13.754,100.5014
2016-02-16 01:00:00,27.2,13.754,100.5014
2016-02-16 04:00:00,26.7,13.754,100.5014
2016-02-16 07:00:00,26.9,13.754,100.5014
2016-02-16 10:00:00,29.6,13.754,100.5014
2016-02-16 13:00:00,32.7,13.754,100.5014
2016-02-16 16:00:00,31.6,13.754,100.5014
2016-02-16 19:00:00,27.5,13.754,100.5014
2016-02-16 22:00:00,27.2,13.754,100.5014
2016-02-17 01:00:00,26.7,13.754,100.5014
2016-02-17 04:00:00,25.8,13.754,100.5014
2016-02-17 07:00:00,26.3,13.754,100.5014
2016-02-17 10:00:00,30.4,13.754,100.5014
2016-02-17 13:00:00,32.7,13.754,100.5014
2016-02-17 16:00:00,34.1,13.754,100.5014
2016-02-17 19:00:00,28.5,13.754,100.5014
2016-02-17 22:00:00,27.5,13.754,100.5014
2016-02-18 01:00:00,26.0,13.754,100.5014
2016-02-18 04:00:00,25.2,13.754,100.5014
2016-02-18 07:00:00,25.5,13.754,100.5014
2016-02-18 10:00:00,30.6,13.754,100.5014
2016-02-18 13:00:00,33.0,13.754,100.5014
2016-02-18 16:00:00,33.5,13.754,100.5014
2016-02-18 19:00:00,28.0,13.754,100.5014
2016-02-18 22:00:00,26.9,13.754,100.5014
2016-02-19 01:00:00,26.0,13.754,100.5014
2016-02-19 04:00:00,25.3,13.754,100.5014
2016-02-19 07:00:00,25.5,13.754,100.5014
2016-02-19 10:00:00,30.2,13.754,100.5014
2016-02-19 13:00:00,32.5,13.754,100.5014
2016-02-19 16:00:00,32.6,13.754,100.5014
2016-02-19 19:00:00,27.8,13.754,100.5014
2016-02-19 22:00:00,27.0,13.754,100.5014
2016-02-20 01:00:00,26.1,13.754,100.5014
2016-02-20 04:00:00,25.6,13.754,100.5014
2016-02-20 07:00:00,25.8,13.754,100.5014
2016-02-20 10:00:00,30.2,13.754,100.5014
2016-02-20 13:00:00,32.5,13.754,100.5014
2016-02-20 16:00:00,31.5,13.754,100.5014
2016-02-20 19:00:00,28.4,13.754,100.5014
2016-02-20 22:00:00,27.0,13.754,100.5014
2016-02-21 01:00:00,26.3,13.754,100.5014
2016-02-21 04:00:00,25.5,13.754,100.5014
2016-02-21 07:00:00,25.8,13.754,100.5014
2016-02-21 10:00:00,29.7,13.754,100.5014
2016-02-21 13:00:00,31.1,13.754,100.5014
2016-02-21 16:00:00,31.1,13.754,100.5014
2016-02-21 19:00:00,27.7,13.754,100.5014
2016-02-21 22:00:00,26.8,13.754,100.5014
2016-02-22 01:00:00,26.1,13.754,100.5014
2016-02-22 04:00:00,25.5,13.754,100.5014
2016-02-22 07:00:00,26.1,13.754,100.5014
2016-02-22 10:00:00,30.3,13.754,100.5014
2016-02-22 13:00:00,31.2,13.754,100.5014
2016-02-22 16:00:00,31.2,13.754,100.5014
2016-02-22 19:00:00,27.8,13.754,100.5014
2016-02-22 22:00:00,27.2,13.754,100.5014
2016-02-23 01:00:00,26.5,13.754,100.5014
2016-02-23 04:00:00,26.0,13.754,100.5014
2016-02-23 07:00:00,25.9,13.754,100.5014
2016-02-23 10:00:00,30.4,13.754,100.5014
2016-02-23 13:00:00,32.9,13.754,100.5014
2016-02-23 16:00:00,33.0,13.754,100.5014
2016-02-23 19:00:00,29.1,13.754,100.5014
2016-02-23 22:00:00,28.0,13.754,100.5014
2016-02-24 01:00:00,27.3,13.754,100.5014
2016-02-24 04:00:00,26.8,13.754,100.5014
2016-02-24 07:00:00,26.9,13.754,100.5014
2016-02-24 10:00:00,31.3,13.754,100.5014
2016-02-24 13:00:00,34.2,13.754,100.5014
2016-02-24 16:00:00,34.5,13.754,100.5014
2016-02-24 19:00:00,29.3,13.754,100.5014
2016-02-24 22:00:00,28.1,13.754,100.5014
2016-02-25 01:00:00,27.1,13.754,100.5014
2016-02-25 04:00:00,26.1,13.754,100.5014
2016-02-25 07:00:00,25.3,13.754,100.5014
2016-02-25 10:00:00,28.3,13.754,100.5014
2016-02-25 13:00:00,32.5,13.754,100.5014
2016-02-25 16:00:00,34.3,13.754,100.5014
2016-02-25 19:00:00,30.9,13.754,100.5014
2016-02-25 22:00:00,29.1,13.754,100.5014
2016-02-26 01:00:00,27.2,13.754,100.5014
2016-02-26 04:00:00,25.5,13.754,100.5014
2016-02-26 07:00:00,23.8,13.754,100.5014
2016-02-26 10:00:00,28.0,13.754,100.5014
2016-02-26 13:00:00,32.6,13.754,100.5014
2016-02-26 16:00:00,34.4,13.754,100.5014
2016-02-26 19:00:00,31.2,13.754,100.5014
2016-02-26 22:00:00,29.2,13.754,100.5014
2016-02-27 01:00:00,27.5,13.754,100.5014
2016-02-27 04:00:00,26.0,13.754,100.5014
2016-02-27 07:00:00,24.8,13.754,100.5014
2016-02-27 10:00:00,29.0,13.754,100.5014
2016-02-27 13:00:00,33.0,13.754,100.5014
2016-02-27 16:00:00,32.8,13.754,100.5014
2016-02-27 19:00:00,29.5,13.754,100.5014
2016-02-27 22:00:00,27.7,13.754,100.5014
2016-02-28 01:00:00,25.8,13.754,100.5014
2016-02-28 04:00:00,25.1,13.754,100.5014
2016-02-28 07:00:00,24.7,13.754,100.5014
2016-02-28 10:00:00,28.9,13.754,100.5014
2016-02-28 13:00:00,32.2,13.754,100.5014
2016-02-28 16:00:00,33.9,13.754,100.5014
2016-02-28 19:00:00,30.0,13.754,100.5014
2016-02-28 22:00:00,28.4,13.754,100.5014
2016-02-29 01:00:00,26.3,13.754,100.5014
2016-02-29 04:00:00,25.7,13.754,100.5014
2016-02-29 07:00:00,25.4,13.754,100.5014
2016-02-29 10:00:00,30.4,13.754,100.5014
2016-02-29 13:00:00,33.9,13.754,100.5014
2016-02-29 16:00:00,34.8,13.754,100.5014
2016-02-29 19:00:00,29.9,13.754,100.5014
2016-02-29 22:00:00,28.8,13.754,100.5014
2016-03-01 01:00:00,27.1,13.754,100.5014
2016-03-01 04:00:00,25.3,13.754,100.5014
2016-03-01 07:00:00,24.2,13.754,100.5014
2016-03-01 10:00:00,28.2,13.754,100.5014
2016-03-01 13:00:00,31.6,13.754,100.5014
2016-03-01 16:00:00,33.3,13.754,100.5014
2016-03-01 19:00:00,29.1,13.754,100.5014
2016-03-01 22:00:00,27.6,13.754,100.5014
2016-03-02 01:00:00,26.2,13.754,100.5014
2016-03-02 04:00:00,25.4,13.754,100.5014
2016-03-02 07:00:00,25.5,13.754,100.5014
2016-03-02 10:00:00,30.2,13.754,100.5014
2016-03-02 13:00:00,32.9,13.754,100.5014
2016-03-02 16:00:00,33.8,13.754,100.5014
2016-03-02 19:00:00,28.4,13.754,100.5014
2016-03-02 22:00:00,27.0,13.754,100.5014
2016-03-03 01:00:00,25.5,13.754,100.5014
2016-03-03 04:00:00,25.0,13.754,100.5014
2016-03-03 07:00:00,26.4,13.754,100.5014
2016-03-03 10:00:00,31.4,13.754,100.5014
2016-03-03 13:00:00,34.1,13.754,100.5014
2016-03-03 16:00:00,34.6,13.754,100.5014
2016-03-03 19:00:00,29.1,13.754,100.5014
2016-03-03 22:00:00,27.3,13.754,100.5014
2016-03-04 01:00:00,26.5,13.754,100.5014
2016-03-04 04:00:00,25.8,13.754,100.5014
2016-03-04 07:00:00,26.1,13.754,100.5014
2016-03-04 10:00:00,30.7,13.754,100.5014
2016-03-04 13:00:00,32.9,13.754,100.5014
2016-03-04 16:00:00,33.2,13.754,100.5014
2016-03-04 19:00:00,28.3,13.754,100.5014
2016-03-04 22:00:00,27.6,13.754,100.5014
2016-03-05 01:00:00,26.9,13.754,100.5014
2016-03-05 04:00:00,26.3,13.754,100.5014
2016-03-05 07:00:00,26.6,13.754,100.5014
2016-03-05 10:00:00,31.4,13.754,100.5014
2016-03-05 13:00:00,32.7,13.754,100.5014
2016-03-05 16:00:00,32.7,13.754,100.5014
2016-03-05 19:00:00,28.5,13.754,100.5014
2016-03-05 22:00:00,27.9,13.754,100.5014
2016-03-06 01:00:00,27.2,13.754,100.5014
2016-03-06 04:00:00,26.6,13.754,100.5014
2016-03-06 07:00:00,26.9,13.754,100.5014
2016-03-06 10:00:00,31.7,13.754,100.5014
2016-03-06 13:00:00,33.3,13.754,100.5014
2016-03-06 16:00:00,33.1,13.754,100.5014
2016-03-06 19:00:00,29.2,13.754,100.5014
2016-03-06 22:00:00,28.2,13.754,100.5014
2016-03-07 01:00:00,27.4,13.754,100.5014
2016-03-07 04:00:00,26.8,13.754,100.5014
2016-03-07 07:00:00,27.2,13.754,100.5014
2016-03-07 10:00:00,32.0,13.754,100.5014
2016-03-07 13:00:00,33.9,13.754,100.5014
2016-03-07 16:00:00,33.9,13.754,100.5014
2016-03-07 19:00:00,28.7,13.754,100.5014
2016-03-07 22:00:00,28.0,13.754,100.5014
2016-03-08 01:00:00,27.7,13.754,100.5014
